name,genre,trailer,poster
"Mr. Smith Goes to Washington","Comedy,Drama","https://www.youtube.com/watch?v=0bWfK3VTYGY","https://m.media-amazon.com/images/M/MV5BMDU4ZjNmMjEtMjcxYi00NDAxLWFlMjQtNWIyNjg5NWUzNTdjXkEyXkFqcGc@._V1_.jpg"
"Wild Strawberries","Drama,Romance","https://www.youtube.com/watch?v=EwMgTyVbCS0","https://m.media-amazon.com/images/M/MV5BZWQ5MDllM2EtZWRmNS00MmZiLWI4ZWQtMjRiY2Q5MTAxODY4XkEyXkFqcGc@._V1_.jpg"
"Logan","Action,Drama,Sci-Fi","https://www.youtube.com/watch?v=Div0iP65aZo","https://m.media-amazon.com/images/M/MV5BM2JjODdkMGMtNmY2YS00OGM2LThiY2YtZGYyNzE4Nzc2ODA0XkEyXkFqcGc@._V1_.jpg"
"Rocky","Drama,Sport","https://www.youtube.com/watch?v=-Hk-LYcavrw","https://m.media-amazon.com/images/M/MV5BZDEyY2M2MGMtYjg5OC00ZWFjLWFkZDQtNmQzZTdiYmYzZTBkXkEyXkFqcGc@._V1_.jpg"
"The Third Man","Drama,Film-Noir,Mystery","https://www.youtube.com/watch?v=r9yyDEDGlr0","https://m.media-amazon.com/images/M/MV5BNTAwZjAwZDUtNDc1Yi00OGY3LTgzMjktYjIyMjQzOWE3MmVhXkEyXkFqcGc@._V1_.jpg"
"Tokyo Story","Drama","https://www.youtube.com/watch?v=5zEKw4VQIeY","https://m.media-amazon.com/images/M/MV5BODdkNzcxZjItMDU2Yy00Y2JlLWFkYTQtNzIwM2Q4MWU5MTU2XkEyXkFqcGc@._V1_.jpg"
"Maharaja","Action,Crime,Drama","https://www.youtube.com/watch?v=Otcr-vRuaQs","https://m.media-amazon.com/images/M/MV5BOTFlMTIxOGItZTk0Zi00MTk2LWJiM2UtMzlhZWYzNjQ4N2Y3XkEyXkFqcGc@._V1_.jpg"
"The Big Lebowski","Comedy,Crime","https://www.youtube.com/watch?v=cd-go0oBF4Y","https://m.media-amazon.com/images/M/MV5BY2E3OWQ5OWYtYTRkMC00NjVjLWIzZDQtNmRmM2ZiYTIyYmYxXkEyXkFqcGc@._V1_.jpg"
"Spotlight","Biography,Crime,Drama","https://www.youtube.com/watch?v=yXymzwz0V2g","https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_.jpg"
"The Terminator","Action,Adventure,Sci-Fi","https://www.youtube.com/watch?v=nGrW-OR2uDk","https://m.media-amazon.com/images/M/MV5BZmE0YzIxM2QtMGNlMi00MjRmLWE3MWMtOWQzMGVjMmU0YTFmXkEyXkFqcGc@._V1_.jpg"
"The Seventh Seal","Drama,Fantasy","https://www.youtube.com/watch?v=vZucwtdSvJ8","https://m.media-amazon.com/images/M/MV5BZDlmYTkzOWUtODQ0MS00MmM4LWE3ZjMtYTEwNGUwMmJkYzIxXkEyXkFqcGc@._V1_.jpg"
"Room","Drama,Thriller","https://www.youtube.com/watch?v=6C6fZ-fwDws","https://m.media-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_.jpg"
"Pirates of the Caribbean: The Curse of the Black Pearl","Action,Adventure,Fantasy","https://www.youtube.com/watch?v=naQr0uTrH_s","https://m.media-amazon.com/images/M/MV5BNDhlMzEyNzItMTA5Mi00YWRhLThlNTktYTQyMTA0MDIyNDEyXkEyXkFqcGc@._V1_.jpg"
"Jai Bhim","Crime,Drama","None","https://m.media-amazon.com/images/M/MV5BZjEyNDIzNmEtMjdkYS00ZDAwLTljOWYtNDRhYTVhYTlmOTk1XkEyXkFqcGc@._V1_.jpg"
"La haine","Crime,Drama","https://www.youtube.com/watch?v=FKwcXt3JIaU","https://m.media-amazon.com/images/M/MV5BMThlMDA3NDYtZGM2Zi00NmJhLThlYWItZjViZTkzZWU1ZWRiXkEyXkFqcGc@._V1_.jpg"
"Hotel Rwanda","Biography,Drama,History","https://www.youtube.com/watch?v=2x8UzELvKlY","https://m.media-amazon.com/images/M/MV5BY2FmMWRmZmQtN2IzMS00OGVmLWFmNjktMTM0YWQzODcwYTEwXkEyXkFqcGc@._V1_.jpg"
"Platoon","Drama,War","https://www.youtube.com/watch?v=R8weLPF4qBQ","https://m.media-amazon.com/images/M/MV5BZjE4YjllODAtZGMxZS00Mjg2LThkOWUtZjNkMjQ5YThiNDU4XkEyXkFqcGc@._V1_.jpg"
"The Best Years of Our Lives","Drama,Romance,War","https://www.youtube.com/watch?v=X9lufYAOxes","https://m.media-amazon.com/images/M/MV5BNTgxMzUyODQtMDJmZC00ZGMyLWI3MzAtZTYwYjBjZjFmMzIxXkEyXkFqcGc@._V1_.jpg"
"Before Sunset","Drama,Romance","https://www.youtube.com/watch?v=jx0UWbMMZOQ","https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_.jpg"
"The Exorcist","Horror","https://www.youtube.com/watch?v=BU2eYAO31Cc","https://m.media-amazon.com/images/M/MV5BZjg3YjE4ZjAtYTdmYS00ZTBkLWE1ZjgtNzAzODUwNzRiYjlmXkEyXkFqcGc@._V1_.jpg"
"The Passion of Joan of Arc","Biography,Drama,History","https://www.youtube.com/watch?v=Iz3XmfNzrNs","https://m.media-amazon.com/images/M/MV5BNTE1MDliZjgtYTU2Yy00YjAxLTljYTItNDE2ZGYwYTY1MGQ1XkEyXkFqcGc@._V1_.jpg"
"The Wizard of Oz","Adventure,Family,Fantasy","https://www.youtube.com/watch?v=FfpF8UUVTeM","https://m.media-amazon.com/images/M/MV5BYWRmY2I0MGItYTQ0OC00NWZmLWIwMDktYjJlNDc0MzVhMmViXkEyXkFqcGc@._V1_.jpg"
"The Sound of Music","Biography,Drama,Family","https://www.youtube.com/watch?v=ygyK0HStjwg","https://m.media-amazon.com/images/M/MV5BYWJhYmU4MjQtZDJhYi00ZGVjLTlkNTEtNzkzNGVjOWQ3MjcwXkEyXkFqcGc@._V1_.jpg"
"The Incredibles","Action,Adventure,Animation","https://www.youtube.com/watch?v=sZwWCrFNfzQ","https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_.jpg"
"Rush","Biography,Drama,Sport","https://www.youtube.com/watch?v=9ZJqxgR-5Xc","https://m.media-amazon.com/images/M/MV5BMTZhOGQxM2ItNGQyYy00YzE5LWI5MjMtNmMzNGQzNDE1OTUzXkEyXkFqcGc@._V1_.jpg"
"Hachi: A Dog's Tale","Biography,Drama,Family","https://www.youtube.com/watch?v=Y6U7mAnPtw4","https://m.media-amazon.com/images/M/MV5BNTU5NjYyYTgtZGQ3My00MzRhLThjNGYtZmVjN2JjYjhkMjhhXkEyXkFqcGc@._V1_.jpg"
"Stand by Me","Adventure,Comedy,Drama","https://www.youtube.com/watch?v=Ao9AI1pLeG0","https://m.media-amazon.com/images/M/MV5BNGJkNTUwM2MtZWE2MS00YjNkLWE3MjktNWQwZDQxMDIyZWVmXkEyXkFqcGc@._V1_.jpg"
"My Father and My Son","Drama,Family","https://www.youtube.com/watch?v=KTmrUXNxwWI","https://m.media-amazon.com/images/M/MV5BZDE3MTBkNmQtNGFjMC00YTcwLWExY2ItN2MyMGZkNWJlMmFmXkEyXkFqcGc@._V1_.jpg"
"Network","Drama","https://www.youtube.com/watch?v=xxajGBZeQZc","https://m.media-amazon.com/images/M/MV5BY2E4ZGJiNTMtZTAxZC00MmVlLWI1NjYtMGVhMjhkOGEwZDhjXkEyXkFqcGc@._V1_.jpg"
"The Iron Giant","Action,Adventure,Animation","https://www.youtube.com/watch?v=obLtyj8hfFk","https://m.media-amazon.com/images/M/MV5BODM4ZjZjMGEtYmFiMy00MThjLWIzZjUtMDU0ODg1NTI2MzIwXkEyXkFqcGc@._V1_.jpg"
"The Handmaiden","Drama,Romance,Thriller","https://www.youtube.com/watch?v=6sVYumzrKvs","https://m.media-amazon.com/images/M/MV5BOTllZDI1OGItOGUxNS00OGZhLWIzMjAtYzllZTY1YTA0ZmYwXkEyXkFqcGc@._V1_.jpg"
"To Be or Not to Be","Comedy,Romance,War","https://www.youtube.com/watch?v=4b-dIMd9hFo","https://m.media-amazon.com/images/M/MV5BN2YwNDE4MjQtZjJlOS00ZjIwLWE3YjgtNmZkYWM3N2JmMWM3XkEyXkFqcGc@._V1_.jpg"
"The Battle of Algiers","Drama,War","https://www.youtube.com/watch?v=vhhoS3zOskE","https://m.media-amazon.com/images/M/MV5BMTY2Mjk0OGEtYTM3Yy00ZWZiLWFhNjAtNGExMjEzNGVmMDMxXkEyXkFqcGc@._V1_.jpg"
"The Grapes of Wrath","Drama","https://www.youtube.com/watch?v=e8C_eK2ra3s","https://m.media-amazon.com/images/M/MV5BZDgzZjk3OGYtNWI2Ny00MDg3LTgwYWEtNjI1ODAxNjA3ZmFlXkEyXkFqcGc@._V1_.jpg"
"Into the Wild","Adventure,Biography,Drama","https://www.youtube.com/watch?v=g7ArZ7VD-QQ","https://m.media-amazon.com/images/M/MV5BNTgwZTJhNWMtNzVjMy00YzQzLWI4MTAtYmJhOGQ5ZmQ3MDM0XkEyXkFqcGc@._V1_.jpg"
"A Silent Voice: The Movie","Animation,Drama","https://www.youtube.com/watch?v=twUSlecQpGQ","https://m.media-amazon.com/images/M/MV5BOTFiNzRiOWEtYTQwNy00NmRiLWE0ZWYtNTE0YjExZjFmZjkwXkEyXkFqcGc@._V1_.jpg"
"Groundhog Day","Comedy,Drama,Fantasy","https://www.youtube.com/watch?v=_ADlbEQG_VA","https://m.media-amazon.com/images/M/MV5BOWE3MjQ3ZDAtNDQ2MC00YjBjLTk0ZWYtNjQ0YzQ4YWE3YTEyXkEyXkFqcGc@._V1_.jpg"
"Demon Slayer: Kimetsu no Yaiba - Tsuzumi Mansion Arc","Action,Animation,Fantasy","None","https://m.media-amazon.com/images/M/MV5BZjQzYWUzMWYtMWNmMi00ZDYxLTgzYmItN2NjYTY2YWEyMzNlXkEyXkFqcGc@._V1_.jpg"
"The Help","Drama","https://www.youtube.com/watch?v=3eajzW3XW7Q","https://m.media-amazon.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_.jpg"
"Amores Perros","Drama,Thriller","https://www.youtube.com/watch?v=A5HTBYR7m0o","https://m.media-amazon.com/images/M/MV5BMmUzNDI1MDYtNmIxNC00NjczLTk0ZDEtYWFkZDcxMWVhYTEwXkEyXkFqcGc@._V1_.jpg"
"Rebecca","Drama,Mystery,Romance","https://www.youtube.com/watch?v=cJok8CPtHRw","https://m.media-amazon.com/images/M/MV5BYTI0MjUyODAtZTBkNC00MmIwLWFlNmYtMWE3ZmJlOWJjM2QyXkEyXkFqcGc@._V1_.jpg"
